,STATION,NAME,DATE,AWND,PGTM,PRCP,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT08
460,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-05,1.79,,0.0,,86,57,270.0,270.0,8.9,14.1,1.0,,1.0
461,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-06,1.79,,0.0,,79,57,270.0,270.0,8.9,14.1,1.0,,1.0
462,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-07,2.01,,0.0,,72,57,270.0,280.0,8.9,15.0,,,1.0
463,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-08,3.36,,1.0,,69,56,270.0,270.0,14.1,23.0,1.0,,1.0
464,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-09,1.57,,0.0,,72,52,270.0,280.0,13.0,19.0,,,
465,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-10,1.79,,0.0,,79,54,270.0,280.0,10.1,16.1,,,
466,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-11,2.01,,0.0,,77,54,270.0,280.0,10.1,19.9,,,
467,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-12,2.91,,0.0,,75,56,280.0,270.0,13.0,19.9,,,
468,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-13,2.91,,0.0,,71,56,270.0,280.0,13.0,23.9,,,
469,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-14,2.46,,0.0,,70,54,280.0,280.0,12.1,18.1,,,1.0
470,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-15,1.79,,0.0,,76,53,280.0,270.0,12.1,16.1,,,
471,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-16,2.24,,0.0,,77,55,270.0,270.0,12.1,16.1,,,
472,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-17,2.91,,0.0,,75,56,280.0,270.0,12.1,19.9,,,
473,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-18,2.01,,0.0,,77,60,270.0,270.0,14.1,23.0,1.0,,1.0
474,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-19,2.01,,0.0,,76,61,280.0,280.0,12.1,18.1,,,
475,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-20,2.68,,0.0,,79,59,280.0,270.0,14.1,25.1,,,1.0
476,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-21,1.57,,0.0,,90,60,280.0,280.0,8.9,15.0,,,1.0
477,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-22,2.01,,0.0,,90,63,280.0,290.0,12.1,16.1,,,
478,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-23,2.01,,0.0,,81,60,270.0,280.0,8.9,16.1,,,
479,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-24,1.79,,0.0,,73,59,270.0,280.0,10.1,16.1,,,1.0
480,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-25,5.59,,0.0,,77,60,290.0,290.0,14.1,27.1,,,
481,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-26,1.79,,0.0,,78,61,270.0,260.0,8.1,14.1,,,
482,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-27,6.04,,0.0,,85,60,330.0,330.0,17.0,34.0,,,
483,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-28,8.05,,0.0,,85,69,320.0,330.0,18.1,32.0,,,
484,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-29,2.91,,0.0,,83,63,270.0,290.0,12.1,19.9,,,
485,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-04-30,2.46,,0.0,,87,59,270.0,270.0,12.1,16.1,,,
486,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-01,1.79,,0.0,,85,60,280.0,270.0,8.9,14.1,,,
487,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-02,1.57,,0.0,,87,62,280.0,280.0,10.1,14.1,,,1.0
488,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-03,2.01,,0.0,,82,63,270.0,280.0,10.1,14.1,,,
489,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-04,2.01,,0.0,,80,61,280.0,270.0,10.1,16.1,1.0,,1.0
490,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-05,1.79,,0.0,,72,59,270.0,270.0,12.1,16.1,1.0,,1.0
491,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-06,3.58,,1.0,,66,52,270.0,270.0,10.1,19.9,,,1.0
492,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-07,3.58,,1.0,,66,51,100.0,110.0,10.1,19.0,1.0,,
493,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-08,1.79,,0.0,,71,51,280.0,270.0,10.1,17.0,1.0,,
494,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-09,3.36,,0.0,,71,56,170.0,160.0,10.1,17.0,1.0,,
495,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-10,2.24,,0.0,,69,61,280.0,270.0,6.9,11.0,,,
496,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-11,2.46,,0.0,,71,58,280.0,280.0,10.1,17.0,,,
497,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-12,1.34,,0.0,,75,59,270.0,280.0,10.1,15.0,1.0,,1.0
498,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-13,2.46,,0.0,,75,57,280.0,280.0,12.1,18.1,,,
499,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-14,2.46,,0.0,,72,57,270.0,270.0,8.9,17.0,,,
500,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-15,2.24,,0.0,,67,57,280.0,270.0,12.1,21.0,,,1.0
501,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-16,1.34,,0.0,,70,55,270.0,270.0,8.9,15.0,,,
502,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-17,2.24,,0.0,,70,58,280.0,280.0,8.9,14.1,,,
503,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-18,2.01,,0.0,,75,57,280.0,280.0,10.1,18.1,,,
504,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-19,1.57,,0.0,,88,60,270.0,260.0,12.1,19.0,,,
505,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-20,2.46,,0.0,,94,63,270.0,270.0,12.1,16.1,,,
506,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-21,1.57,,0.0,,87,63,280.0,280.0,8.9,14.1,,,
507,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-22,1.12,,0.0,,81,60,280.0,270.0,8.1,12.1,1.0,,1.0
508,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-23,2.01,,0.0,,82,59,270.0,270.0,10.1,17.0,1.0,,1.0
509,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-24,2.01,,0.0,,76,59,280.0,270.0,8.9,16.1,1.0,,1.0
510,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-25,2.01,,0.0,,68,61,280.0,280.0,10.1,15.0,,,
511,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-26,2.24,,0.0,,72,61,270.0,270.0,10.1,16.1,,,
512,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-27,2.46,,0.0,,72,58,270.0,270.0,10.1,18.1,,,
513,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-28,2.68,,0.0,,78,59,270.0,270.0,10.1,17.0,,,
514,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-29,0.89,,0.0,,73,60,280.0,,2.9,,,,1.0
515,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-30,1.12,,0.0,,72,62,270.0,280.0,10.1,16.1,,,1.0
516,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-05-31,1.12,,0.0,,69,62,270.0,270.0,8.1,11.0,,,1.0
517,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-01,2.24,,0.0,,73,62,270.0,280.0,10.1,16.1,,,
518,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-02,2.68,,0.0,,77,62,270.0,280.0,8.9,17.0,1.0,,1.0
519,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-03,2.01,,0.0,,80,63,270.0,270.0,8.9,14.1,1.0,,1.0
520,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-04,1.57,,0.0,,75,63,270.0,270.0,8.1,13.0,1.0,,1.0
521,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-05,1.12,,0.0,,76,63,270.0,270.0,8.9,15.0,1.0,,1.0
522,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-06,1.12,,0.0,,73,64,260.0,270.0,6.9,13.0,,,1.0
523,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-07,1.34,,0.0,,72,63,260.0,270.0,8.1,13.0,1.0,,1.0
524,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-08,2.68,,1.0,,70,61,280.0,270.0,10.1,17.0,1.0,,
525,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-09,2.91,,0.0,,77,60,270.0,270.0,10.1,18.1,,,
526,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-10,1.34,,0.0,,75,63,270.0,270.0,8.1,14.1,,,
527,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-11,3.36,,0.0,,72,61,270.0,270.0,8.9,17.0,,,
528,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-12,2.68,,0.0,,74,60,270.0,260.0,10.1,17.0,,,
529,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-13,2.68,,0.0,,81,60,270.0,270.0,12.1,17.0,,,
530,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-14,1.57,,0.0,,85,62,260.0,270.0,8.9,14.1,,,
531,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-15,1.79,,0.0,,86,63,270.0,270.0,10.1,15.0,,,1.0
532,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-16,1.79,,0.0,,88,64,270.0,270.0,8.9,14.1,1.0,,1.0
533,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-17,1.79,,0.0,,86,64,260.0,280.0,8.9,14.1,1.0,,1.0
534,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-18,1.34,,0.0,,86,62,280.0,280.0,8.1,13.0,1.0,1.0,1.0
535,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-19,1.57,,0.0,,84,63,270.0,270.0,8.1,13.0,1.0,,1.0
536,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-20,2.01,,0.0,,84,63,270.0,260.0,8.1,13.0,1.0,,1.0
537,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-21,1.79,,0.0,,82,64,270.0,280.0,6.9,11.0,1.0,,1.0
538,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-22,0.0,,0.0,,81,65,,,,,,,
539,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-23,2.68,,0.0,,78,63,270.0,280.0,10.1,17.0,,,1.0
540,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-24,2.24,,0.0,,77,62,270.0,270.0,8.9,15.0,1.0,,1.0
541,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-25,1.34,,0.0,,88,64,280.0,270.0,10.1,14.1,,,
542,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-26,1.79,,0.0,,94,67,270.0,270.0,12.1,18.1,,,
543,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-27,1.34,,0.0,,89,64,260.0,280.0,8.9,15.0,,,
544,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-28,1.57,,0.0,,80,63,270.0,280.0,8.9,14.1,,,1.0
545,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-29,1.34,,0.0,,78,64,270.0,280.0,8.1,16.1,,,1.0
546,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-06-30,2.68,,0.0,,77,63,280.0,270.0,10.1,15.0,,,1.0
547,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-01,1.34,,0.0,,75,63,270.0,270.0,8.1,12.1,1.0,,1.0
548,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-02,0.89,,0.0,,82,64,270.0,260.0,8.1,11.0,,,
549,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-03,2.01,,0.0,,84,63,280.0,270.0,8.1,13.0,1.0,,1.0
550,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-04,1.57,,0.0,,82,63,270.0,290.0,10.1,17.0,1.0,,1.0
551,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-05,1.57,,0.0,,86,64,280.0,270.0,8.1,14.1,1.0,,1.0
552,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-06,1.79,,0.0,,88,66,280.0,270.0,8.9,13.0,,,
553,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-07,1.12,,0.0,,96,68,270.0,270.0,8.9,14.1,,,
554,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-08,1.34,,0.0,,98,72,270.0,270.0,8.1,14.1,,,
555,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-09,1.34,,0.0,,96,72,270.0,270.0,6.9,12.1,,,
556,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-10,1.79,,0.0,,92,70,270.0,280.0,8.9,14.1,,,
557,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-11,2.46,,0.0,,86,68,280.0,280.0,10.1,15.0,,,
558,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-12,2.46,,0.0,,82,67,270.0,260.0,8.9,14.1,,,
559,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-13,2.01,,0.0,,83,66,270.0,280.0,10.1,17.0,1.0,,1.0
560,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-14,1.79,,0.0,,82,65,270.0,270.0,10.1,14.1,,,
561,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-15,1.12,,0.0,,89,66,270.0,280.0,8.9,14.1,,,
562,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-16,1.79,,0.0,,87,70,270.0,270.0,8.9,14.1,,,
563,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-17,1.34,,0.0,,86,69,270.0,280.0,8.1,13.0,,,
564,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-18,2.01,,0.0,,85,67,260.0,270.0,8.9,16.1,1.0,,
565,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-19,1.12,,0.0,,86,67,280.0,290.0,8.9,14.1,1.0,,
566,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-20,1.79,,0.0,,89,68,260.0,280.0,8.1,14.1,,,1.0
567,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-21,1.79,,0.0,,85,67,270.0,280.0,10.1,15.0,,,1.0
568,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-22,2.01,,0.0,,86,67,280.0,270.0,8.9,15.0,,,1.0
569,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-23,2.01,,0.0,,86,68,270.0,270.0,8.9,15.0,,,
570,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-24,1.79,,0.0,,85,68,270.0,,6.0,,,,
571,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-25,2.24,,0.0,,82,68,270.0,270.0,8.9,16.1,,,
572,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-26,3.36,,0.0,,82,68,270.0,270.0,12.1,17.0,,,
573,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-27,2.01,,0.0,,83,67,270.0,270.0,10.1,15.0,,,
574,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-28,1.12,,0.0,,84,66,270.0,290.0,8.9,14.1,,,1.0
575,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-29,2.24,,0.0,,86,67,280.0,270.0,10.1,17.0,,,
576,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-30,2.01,,0.0,,83,66,280.0,270.0,10.1,16.1,,,
577,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-07-31,2.01,,0.0,,82,66,270.0,260.0,8.9,14.1,1.0,,1.0
578,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-01,1.12,,0.0,,91,69,270.0,280.0,8.9,15.0,,,
579,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-02,1.79,,0.0,,93,74,270.0,280.0,8.9,12.1,,,
580,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-03,1.79,,0.0,,92,74,280.0,270.0,12.1,17.0,,,
581,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-04,1.79,,0.0,,86,71,280.0,280.0,8.9,17.0,,,
582,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-05,2.68,,0.0,,87,70,270.0,270.0,8.9,15.0,,,
583,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-06,2.01,,0.0,,83,68,270.0,270.0,8.9,14.1,,,
584,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-07,2.01,,0.0,,83,67,280.0,260.0,10.1,16.1,,,
585,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-08,2.01,,0.0,,87,68,280.0,270.0,8.9,13.0,1.0,,1.0
586,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-09,1.57,,0.0,,84,66,280.0,270.0,10.1,14.1,1.0,,1.0
587,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-10,2.24,,0.0,,85,67,270.0,270.0,8.9,15.0,,,1.0
588,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-11,2.01,,0.0,,83,66,270.0,270.0,10.1,14.1,1.0,,1.0
589,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-12,1.79,,0.0,,85,65,280.0,270.0,8.9,15.0,1.0,,1.0
590,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-13,2.24,,0.0,,84,65,270.0,270.0,10.1,14.1,1.0,,1.0
591,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-14,3.13,,0.0,,81,66,280.0,270.0,10.1,18.1,1.0,,1.0
592,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-15,2.01,,0.0,,77,67,270.0,270.0,8.9,14.1,,,
593,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-16,2.91,,0.0,,80,67,280.0,280.0,10.1,16.1,,,
594,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-17,2.91,,0.0,,81,65,270.0,280.0,10.1,16.1,,,
595,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-18,2.24,,0.0,,81,65,270.0,270.0,10.1,17.0,,,1.0
596,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-19,1.79,,0.0,,83,67,270.0,280.0,8.9,15.0,,,
597,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-20,1.79,,0.0,,82,68,270.0,280.0,10.1,17.0,,,1.0
598,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-21,2.46,,0.0,,82,67,270.0,270.0,10.1,17.0,,,
599,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-22,2.01,,0.0,,82,66,270.0,280.0,10.1,17.0,,,
600,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-23,2.24,,0.0,,79,67,270.0,270.0,8.9,16.1,,,1.0
601,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-24,1.79,,0.0,,79,68,270.0,270.0,8.9,14.1,,,1.0
602,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-25,1.79,,0.0,,81,68,280.0,280.0,8.1,14.1,,,1.0
603,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-26,2.01,,0.0,,87,68,270.0,270.0,8.9,17.0,1.0,,1.0
604,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-27,1.57,,0.0,,83,67,270.0,280.0,8.1,13.0,1.0,,1.0
605,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-28,1.57,,0.0,,88,67,280.0,280.0,10.1,14.1,1.0,,1.0
606,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-29,1.12,,0.0,,96,70,260.0,270.0,6.9,12.1,,,1.0
607,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-30,1.57,,0.0,,92,71,270.0,270.0,8.1,13.0,,,
608,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-08-31,2.01,,0.0,,102,74,140.0,150.0,8.1,13.0,,,
609,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-01,2.01,,0.0,,102,76,270.0,260.0,10.1,17.0,,,
610,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-02,1.34,,0.0,,100,78,170.0,140.0,6.9,11.0,,,
611,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-03,2.46,,0.0,,99,76,270.0,270.0,10.1,18.1,,,
612,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-04,0.67,,1.0,,85,73,270.0,270.0,10.1,17.0,,,1.0
613,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-05,2.46,,0.0,,83,71,270.0,280.0,10.1,17.0,,,
614,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-06,1.34,,0.0,,83,70,270.0,280.0,12.1,19.9,,,1.0
615,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-07,2.24,,0.0,,86,67,270.0,270.0,8.9,14.1,,,1.0
616,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-08,1.57,,0.0,,85,67,270.0,270.0,8.9,14.1,,,1.0
617,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-09,1.57,,0.0,,83,67,270.0,270.0,8.9,15.0,,,
618,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-10,1.12,,0.0,,91,67,270.0,280.0,8.9,13.0,,,
619,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-11,1.79,,0.0,,93,71,280.0,270.0,12.1,19.0,,,
620,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-12,2.46,,0.0,,79,67,270.0,280.0,10.1,16.1,1.0,,1.0
621,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-13,2.46,,0.0,,78,66,270.0,270.0,12.1,18.1,,,
622,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-14,2.46,,0.0,,78,64,270.0,270.0,12.1,19.9,,,
623,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-15,0.67,,0.0,,78,66,270.0,280.0,10.1,14.1,,,1.0
624,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-16,1.34,,0.0,,79,66,270.0,270.0,8.1,13.0,,,1.0
625,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-17,0.89,,0.0,,76,66,280.0,270.0,8.9,14.1,,,
626,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-18,1.12,,0.0,,77,63,270.0,280.0,8.1,13.0,1.0,,1.0
627,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-19,1.12,,0.0,,76,66,270.0,270.0,8.9,16.1,,,
628,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-20,2.24,,0.0,,80,63,260.0,270.0,8.9,15.0,,,
629,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-21,2.68,,1.0,,73,64,270.0,280.0,12.1,18.1,1.0,,
630,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-22,2.46,,0.0,,76,62,270.0,280.0,12.1,19.0,,,
631,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-23,1.79,,0.0,,76,61,270.0,270.0,12.1,17.0,,,
632,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-24,1.34,,0.0,,86,59,270.0,280.0,10.1,16.1,,,
633,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-25,1.57,,0.0,,88,61,270.0,270.0,13.0,19.0,,,
634,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-26,1.57,,0.0,,87,62,270.0,280.0,8.9,14.1,,,1.0
635,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-27,1.79,,0.0,,86,62,270.0,280.0,8.9,14.1,1.0,1.0,1.0
636,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-28,1.34,,0.0,,88,63,270.0,280.0,10.1,14.1,,,1.0
637,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-29,1.12,,0.0,,89,64,280.0,280.0,8.9,15.0,,,
638,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-09-30,1.57,,0.0,,82,64,150.0,280.0,8.1,14.1,1.0,,1.0
639,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-10-01,2.01,,0.0,,78,66,280.0,280.0,8.9,16.1,,,
640,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-10-02,1.12,,0.0,,79,64,270.0,270.0,12.1,19.0,,,1.0
641,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-10-03,2.01,,0.0,,78,64,270.0,150.0,10.1,17.0,,,
642,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-10-04,1.12,,0.0,,79,59,280.0,270.0,8.9,14.1,,,
643,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-10-05,0.89,,0.0,,85,59,280.0,280.0,8.9,13.0,,,1.0
644,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-10-06,0.89,,0.0,,92,60,280.0,270.0,8.1,12.1,,,
645,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-10-07,1.12,,0.0,,96,63,280.0,270.0,8.9,14.1,,,1.0
646,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-10-08,2.68,,0.0,,82,63,270.0,280.0,8.1,13.0,1.0,,1.0
647,USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2017-10-09,1.57,,0.0,,87,65,270.0,280.0,8.9,14.1,,,
